customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,,,,,,,,,,,,
878,Clarence,Silby,Male,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,N,ð,Yes,9,,,,,,,,,,,,
879,Hestia,Smetoun,Female,58,1978-08-02,,n/a,Mass Customer,N,-1,No,12,,,,,,,,,,,,
880,Neely,Lundon,Female,11,1963-12-31,Internal Auditor,n/a,High Net Worth,N,../../../../../../../../../../../etc/hosts,Yes,10,,,,,,,,,,,,
881,Carmella,O' Lone,Female,82,1980-05-07,Information Systems Manager,n/a,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,15,,,,,,,,,,,,
882,Esmaria,Lythgoe,Female,59,1965-09-29,,Property,Mass Customer,N,â«testâ«,Yes,11,,,,,,,,,,,,
883,Lolita,Bennie,U,73,,Recruiter,IT,Mass Customer,N,,Yes,,,,,,,,,,,,,
884,Pepito,Lamming,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,N,âââ,No,17,,,,,,,,,,,,
885,Yancey,Wivell,Male,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,N,1;DROP TABLE users,No,18,,,,,,,,,,,,
886,Dawna,McCullen,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,11,,,,,,,,,,,,
887,Patrizius,Hardinge,Male,55,1997-11-17,,Manufacturing,High Net Worth,N,0,No,1,,,,,,,,,,,,
888,Chickie,Gulleford,Female,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,10,,,,,,,,,,,,
889,Ezequiel,Coggeshall,Male,46,1967-02-19,Sales Representative,Retail,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,10,,,,,,,,,,,,
890,Tony,Cordsen,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,15,,,,,,,,,,,,
891,Talbot,Andrioni,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,N,ã,Yes,9,,,,,,,,,,,,
892,Conroy,Healy,U,22,,Office Assistant II,IT,Mass Customer,N,,Yes,,,,,,,,,,,,,
893,Gibby,Fearnley,Male,97,1983-09-11,Geologist I,IT,Mass Customer,N,âªâªtestâª,No,16,,,,,,,,,,,,
894,Catie,Kibbey,Female,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,N,â©testâ©,Yes,9,,,,,,,,,,,,
895,Juli,Curness,Female,58,1966-09-03,,n/a,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,12,,,,,,,,,,,,
896,Idell,Belderson,Female,25,1978-06-10,VP Sales,n/a,Mass Customer,N,â,No,15,,,,,,,,,,,,
897,Pris,Fance,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,11,,,,,,,,,,,,
898,Reyna,Braizier,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,N,null,No,16,,,,,,,,,,,,
899,Teodora,Lawling,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,ðµ ð ð ð,Yes,12,,,,,,,,,,,,
900,Clevey,Ivamy,Male,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,N,â°â´âµâââ,Yes,5,,,,,,,,,,,,
901,Letta,McCarter,Female,13,1975-04-27,,Retail,Mass Customer,N,(ï½¡â â âï½¡),Yes,16,,,,,,,,,,,,
902,Selene,Vasiltsov,Female,37,1989-07-26,Staff Scientist,Retail,Mass Customer,N,1.00E+02,No,18,,,,,,,,,,,,
903,Hewe,Lidgley,Male,46,1961-07-03,,Financial Services,Mass Customer,N,â£,No,14,,,,,,,,,,,,
904,Kariotta,Ludman,Female,51,1974-05-06,Database Administrator II,n/a,High Net Worth,N,1;DROP TABLE users,Yes,11,,,,,,,,,,,,
905,Dorian,Drinkel,Female,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,12,,,,,,,,,,,,
906,Cammy,Marcroft,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,N,1,Yes,3,,,,,,,,,,,,
907,Eamon,McWhin,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì,Yes,17,,,,,,,,,,,,
908,Carry,Tomlett,Female,86,1980-08-28,,Financial Services,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,17,,,,,,,,,,,,
909,Suzette,Surgison,Female,77,1960-01-04,Operator,n/a,High Net Worth,N,â¢,Yes,8,,,,,,,,,,,,
910,Lewes,Foulcher,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,14,,,,,,,,,,,,
911,Marcellus,Shawcroft,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ,No,3,,,,,,,,,,,,
912,Vince,Dalmon,Male,37,1968-07-19,Sales Representative,Retail,Mass Customer,N,1/0,Yes,19,,,,,,,,,,,,
913,Dayle,Spearman,Female,67,2000-10-28,,Financial Services,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,1,,,,,,,,,,,,
914,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,ð©ð½,Yes,2,,,,,,,,,,,,
915,Austina,Orrice,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,NIL,No,7,,,,,,,,,,,,
916,Joycelin,,Female,18,1991-06-18,Recruiter,n/a,Affluent Customer,N,TÌÌ,No,8,,,,,,,,,,,,
917,Odo,MacKaig,Male,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,19,,,,,,,,,,,,
918,Mahmud,Chiles,Male,73,1975-02-26,Internal Auditor,Health,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,13,,,,,,,,,,,,
919,Grove,Peltzer,Male,48,1987-07-17,Registered Nurse,Health,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,13,,,,,,,,,,,,
920,Stefano,Thornborrow,Male,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,N,ç°ä¸,Yes,19,,,,,,,,,,,,
921,Gretchen,Seneschal,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,1.00E+96,No,7,,,,,,,,,,,,
922,Bekki,Ralston,Female,52,1972-10-10,Operator,Financial Services,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,19,,,,,,,,,,,,
923,Garrek,Grimwade,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,null,No,19,,,,,,,,,,,,
924,Clementius,Hambric,Male,33,1976-11-08,Computer Systems Analyst II,n/a,Affluent Customer,N,â¦testâ§,No,13,,,,,,,,,,,,
925,Nicko,Pembridge,Male,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,!@#$%^&*(),No,16,,,,,,,,,,,,
926,Terrel,Matthisson,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,N,NULL,No,10,,,,,,,,,,,,
927,Jarret,,Male,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,00ËÆ$-,Yes,18,,,,,,,,,,,,
928,Porty,Clemmitt,Male,61,1973-05-14,Associate Professor,n/a,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,Yes,18,,,,,,,,,,,,
929,Kippy,Conerding,Male,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,13,,,,,,,,,,,,
930,Evelina,Dinan,Female,86,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì,Yes,8,,,,,,,,,,,,
931,Katrina,Sappson,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,1/0,Yes,1,,,,,,,,,,,,
932,Yoko,Dowrey,Female,30,1989-07-20,Graphic Designer,n/a,Mass Customer,N,âªâªtestâª,No,18,,,,,,,,,,,,
933,Melany,L'oiseau,Female,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,ã,Yes,5,,,,,,,,,,,,
934,Marcellus,Louisot,Male,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,6,,,,,,,,,,,,
935,Aldin,Cracker,Male,76,1994-09-12,Marketing Manager,n/a,Mass Customer,N,$ 1.00,Yes,3,,,,,,,,,,,,
936,Raffaello,Godleman,Male,64,1988-05-16,Speech Pathologist,Health,High Net Worth,N,ð,No,3,,,,,,,,,,,,
937,Nikolos,McKyrrelly,Male,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,"""'",No,15,,,,,,,,,,,,
938,Corabelle,,Female,18,1996-04-06,Technical Writer,Retail,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,7,,,,,,,,,,,,
939,Cristian,Theodoris,Male,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,1;DROP TABLE users,No,6,,,,,,,,,,,,
940,Marnia,Claesens,Female,3,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,9,,,,,,,,,,,,
941,Tye,Doohan,Male,13,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,á,Yes,1,,,,,,,,,,,,
942,Shirley,Brook,Female,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,1,Yes,14,,,,,,,,,,,,
943,Holly,Gamett,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,15,,,,,,,,,,,,
944,Anderea,Dallewater,Female,53,1976-01-12,,Manufacturing,Mass Customer,N,1/0,No,15,,,,,,,,,,,,
945,Hebert,Bernocchi,Male,59,1998-08-26,Human Resources Manager,n/a,High Net Worth,N,â°â´âµâââ,Yes,1,,,,,,,,,,,,
946,Bettina,Farrer,Female,16,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,12,,,,,,,,,,,,
947,Hyacinth,Naldrett,Female,43,1986-03-10,Pharmacist,Health,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,10,,,,,,,,,,,,
948,Yardley,Argo,Male,19,1969-08-09,Recruiting Manager,n/a,Affluent Customer,N,NULL,No,10,,,,,,,,,,,,
949,Jarid,Grebner,Male,18,1975-09-07,Executive Secretary,Health,Mass Customer,N,â°â´âµâââ,Yes,3,,,,,,,,,,,,
950,Bret,Ivakhnov,U,24,,Recruiter,IT,High Net Worth,N,,Yes,,,,,,,,,,,,,
951,Meryl,Dumbar,Male,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,ì¸ëë°í ë¥´,No,1,,,,,,,,,,,,
952,Marina,Andresen,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,,Yes,6,,,,,,,,,,,,
953,Jasmin,Brodeur,Female,16,1979-05-23,,n/a,Mass Customer,N,ã,No,7,,,,,,,,,,,,
954,Alain,Immins,Male,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,7,,,,,,,,,,,,
955,Teresina,Gibbie,Female,78,1989-10-01,Research Nurse,Health,Mass Customer,N,â,Yes,9,,,,,,,,,,,,
956,Ezechiel,Pettecrew,Male,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,$ 1.00,Yes,9,,,,,,,,,,,,
957,Jamima,Gannan,Female,80,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,1-Feb,Yes,7,,,,,,,,,,,,
958,Kristofor,Saulter,Male,15,1964-01-14,Biostatistician IV,Health,High Net Worth,N,$ 1.00,No,18,,,,,,,,,,,,
959,Katharina,Jennins,Female,3,1986-10-26,Staff Scientist,n/a,Affluent Customer,N,1;DROP TABLE users,Yes,21,,,,,,,,,,,,
960,Lannie,Crumley,Male,1,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,12,,,,,,,,,,,,
961,Rosamund,Shelton,Female,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,â¢,No,6,,,,,,,,,,,,
962,Granger,Tuftin,Male,49,1977-09-07,VP Product Management,n/a,High Net Worth,N,ï»¿,Yes,17,,,,,,,,,,,,
963,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,n/a,High Net Worth,N,â¦testâ§,Yes,16,,,,,,,,,,,,
964,Rhetta,Grellier,Female,35,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,1;DROP TABLE users,No,6,,,,,,,,,,,,
965,Meggie,Whitchurch,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,N,,Yes,5,,,,,,,,,,,,
966,Krystyna,Linning,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,á,Yes,5,,,,,,,,,,,,
967,April,Causon,Female,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,â¢,Yes,1,,,,,,,,,,,,
968,Wayne,Woodfin,Male,96,1955-06-16,Accountant IV,IT,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,16,,,,,,,,,,,,
969,Jo,Mallinar,Female,20,1978-09-19,Health Coach IV,Health,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,18,,,,,,,,,,,,
970,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14,,,,,,,,,,,,
971,Sarge,Lerohan,Male,11,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,No,22,,,,,,,,,,,,
972,Dena,Crewdson,Female,81,1981-07-23,Project Manager,Retail,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,10,,,,,,,,,,,,
973,Annabella,Hebron,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,N,-1.00E+02,No,15,,,,,,,,,,,,
974,Mellicent,Dollin,Female,92,1991-06-07,Administrative Assistant IV,n/a,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,4,,,,,,,,,,,,
975,Goldarina,Rzehorz,U,26,,Automation Specialist IV,IT,Mass Customer,N,,No,,,,,,,,,,,,,
976,Andonis,Slimmon,Male,10,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ,No,10,,,,,,,,,,,,
977,Olga,Dyke,Female,65,1959-11-30,Staff Accountant III,n/a,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,Yes,13,,,,,,,,,,,,
978,Erena,Escalero,Female,40,1982-01-31,Nurse Practicioner,n/a,High Net Worth,N,â°â´âµâââ,No,15,,,,,,,,,,,,
979,Kayla,Falkingham,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,12,,,,,,,,,,,,
980,Max,Gronaver,Female,19,1978-01-23,Registered Nurse,Health,Mass Customer,N,â,No,8,,,,,,,,,,,,
981,Bud,Smittoune,Male,0,1973-02-19,,Retail,Mass Customer,N,1,No,11,,,,,,,,,,,,
982,Tibold,Bonwell,Male,14,1960-02-12,Geologist III,Health,High Net Worth,N,â«testâ«,Yes,6,,,,,,,,,,,,
983,Shaylyn,Riggs,U,49,,,IT,Affluent Customer,N,,No,,,,,,,,,,,,,
984,Luciano,Weddup,Male,89,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ,No,16,,,,,,,,,,,,
985,Aryn,O'Halloran,Female,29,1970-09-30,Help Desk Operator,Retail,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,15,,,,,,,,,,,,
986,Barnard,Stranks,Male,3,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,N,â«testâ«,Yes,8,,,,,,,,,,,,
987,Lars,Keher,Male,89,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,11,,,,,,,,,,,,
988,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,7,,,,,,,,,,,,
989,Caralie,Morfett,Female,43,1982-05-24,Project Manager,Financial Services,Mass Customer,N,,No,17,,,,,,,,,,,,
990,Melissa,Purple,Female,56,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,14,,,,,,,,,,,,
991,Lenna,Coales,Female,11,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,10,,,,,,,,,,,,
992,Cordelia,Hawkeswood,Female,6,1958-11-25,,Property,Mass Customer,N,é¨è½æ ¼,Yes,8,,,,,,,,,,,,
993,Reine,Semken,Female,71,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,17,,,,,,,,,,,,
994,Rhetta,Kupker,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ,Yes,5,,,,,,,,,,,,
995,Urbano,Mews,Male,16,1965-11-12,Information Systems Manager,Health,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,19,,,,,,,,,,,,
996,Aura,Bemlott,U,67,,Assistant Manager,IT,Mass Customer,N,,Yes,,,,,,,,,,,,,
997,Ambros,Kernes,Male,30,1981-07-03,Teacher,Telecommunications,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,13,,,,,,,,,,,,
998,Petunia,Dufton,Female,66,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,N,-1.00E+02,Yes,5,,,,,,,,,,,,
999,Dido,Leyburn,Female,12,1988-04-10,Recruiting Manager,n/a,High Net Worth,N,â¡,No,4,,,,,,,,,,,,
1000,Paulie,Castelot,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,,No,11,,,,,,,,,,,,
1001,Finley,Vost,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,N,,No,14,,,,,,,,,,,,
1002,Pacorro,De Clairmont,Male,65,1978-08-30,Business Systems Development Analyst,n/a,Mass Customer,N,ð©ð½,Yes,18,,,,,,,,,,,,
1003,Mariann,O'Geaney,Female,35,1968-02-03,Paralegal,Financial Services,High Net Worth,N,â¦testâ§,No,18,,,,,,,,,,,,
1004,Colas,Pumfrett,Male,35,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,$ 1.00,No,22,,,,,,,,,,,,
1005,Kalila,Birtwistle,Female,94,1967-09-15,Design Engineer,IT,High Net Worth,N,ã,Yes,8,,,,,,,,,,,,
1006,Norbert,Gotcher,Male,15,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,NIL,Yes,19,,,,,,,,,,,,
1007,Cord,Warriner,Male,58,1996-06-08,,Retail,Mass Customer,N,<script>alert('hi')</script>,No,5,,,,,,,,,,,,
1008,Lorry,Booley,Female,47,1975-11-10,Teacher,n/a,Mass Customer,N,$ 1.00,No,21,,,,,,,,,,,,
1009,Nolie,Orring,Female,16,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,â,Yes,13,,,,,,,,,,,,
1010,Leighton,Ebbles,Male,24,1963-01-26,Nurse,Financial Services,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,17,,,,,,,,,,,,
1011,Cymbre,Janos,Female,42,1985-07-19,Occupational Therapist,Health,High Net Worth,N,"''''""",Yes,10,,,,,,,,,,,,
1012,Anna-diane,Preddle,Female,20,1955-05-20,Software Test Engineer III,n/a,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,11,,,,,,,,,,,,
1013,Corissa,Zienkiewicz,Female,53,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,N,1.00E+96,No,17,,,,,,,,,,,,
1014,Miller,Faloon,Male,60,1960-10-14,Senior Developer,Property,Mass Customer,N,-$ 1.00,Yes,8,,,,,,,,,,,,
1015,Toiboid,Sorrel,Male,7,1955-04-01,Web Developer I,Health,Mass Customer,N,,No,17,,,,,,,,,,,,
1016,Adrian,Prettyjohns,Male,0,1959-08-12,Legal Assistant,IT,Mass Customer,N,1,Yes,17,,,,,,,,,,,,
1017,Jacquenette,Pluthero,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,16,,,,,,,,,,,,
1018,Matthiew,Ferreras,Male,1,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,7,,,,,,,,,,,,
1019,Ignazio,Milby,Male,42,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,!@#$%^&*(),Yes,14,,,,,,,,,,,,
1020,Natala,Thorndale,Female,29,1975-11-10,,IT,Affluent Customer,N,$ 1.00,No,13,,,,,,,,,,,,
1021,Elvis,Rixon,Male,16,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,-1.00E+02,No,7,,,,,,,,,,,,
1022,Suzann,Wilks,Female,56,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,N,â,Yes,14,,,,,,,,,,,,
1023,Iseabal,Fullbrook,Female,16,1991-07-23,,Financial Services,Affluent Customer,N,1-Feb,Yes,6,,,,,,,,,,,,
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,N,,Yes,2,,,,,,,,,,,,
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,N,Ù¡Ù¢Ù£,Yes,5,,,,,,,,,,,,
1026,Vernon,Hakking,Male,66,1994-07-29,,Financial Services,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,4,,,,,,,,,,,,
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,N,âââ,No,18,,,,,,,,,,,,
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,n/a,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,1,,,,,,,,,,,,
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,n/a,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,4,,,,,,,,,,,,
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,N,â«testâ«,No,5,,,,,,,,,,,,
1031,Roi,Ogden,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,Ù¡Ù¢Ù£,No,6,,,,,,,,,,,,
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,n/a,Mass Customer,N,,Yes,18,,,,,,,,,,,,
1033,Jacob,Claringbold,Male,70,1995-01-06,,n/a,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,3,,,,,,,,,,,,
1034,Denney,Cretney,Male,16,1976-05-12,,n/a,High Net Worth,N,ç°ä¸,Yes,3,,,,,,,,,,,,
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Operator,Retail,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,5,,,,,,,,,,,,
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,12,,,,,,,,,,,,
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,N,1.00E+02,No,10,,,,,,,,,,,,
1038,Fraser,Acome,U,57,,Engineer I,Manufacturing,Mass Customer,N,,Yes,,,,,,,,,,,,,
